nom;idparking;idparkingcriter;commune;insee;proprietaire;gestionnaire;idfournisseur;voieentree;voiesortie;avancement;annee;typeparking;situation;parkingtempsreel;gabarit;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture;observation;codetype;gid;lon;lat
Troussier;P653;;Décines-Charpieu;69275;;;;Avenue Jean Macé;Avenue Jean Macé;Existant;;Poche de stationnement;En surface;False;2.0;150;0;0;0;1;Libre;Evènementielle;Gratuit;Marché;mardi matin et jeudi après-midi;5;7086;4,95628517614158;45,7649365659492
Gendarmerie;P558;;Corbas;69273;COMMUNE;COMMUNE;;Rue de l'Aviation;Rue de l'Aviation;Existant;;Poche de stationnement;En surface;False;;6;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6931;4,90383108357015;45,6666993035662
Gare;P456;;Neuville-sur-Saône;69143;SNCF/GD LYON/COMMUNE;GRAND LYON;;Avenue Marie-Thérèse Prost;Avenue Marie-Thérèse Prost;Existant;2012;Aire de covoiturage;En surface;False;2.1;140;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;5447;4,84123577229049;45,8784969427685
Place des Libertés;P386;;Genay;69278;GRAND LYON;GRAND LYON;;Rue des Ecoles;Rue des Ecoles;Existant;1994;Poche de stationnement;En surface;False;;54;0;10;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;2561;4,84010199408731;45,8975994082971
Carco;P1018;;Vaulx-en-Velin;69256;COMMUNE;COMMUNE;;Rue Robert Desnos;Rue Robert Desnos;Existant;;Poche de stationnement;En surface;False;;28;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8468;4,92773049873493;45,7759423575898
Parking Rozier;P4;82;Lyon 1er Arrondissement;69381;GRAND LYON;LPA;LPA0717;Rue de l'Abbé Rozier;Rue de l'Abbé Rozier;Existant;1981;Parc concédé GL;En ouvrage (en élévation);True;1.8;40;0;0;;;Réservé abonnés;Résidentielle;Payant;Ouvert 24h/24h;;1;739;4,83390440546335;45,7696482715249
Place Roger Salengro;P854;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue Maréchal/France/Gallavardi;Rue Maréchal/France/Gallavardi;Existant;;Poche de stationnement;En surface;False;;105;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8212;4,93768703799151;45,6908722452926
Desaix;P712;;Lyon 3e Arrondissement;69383;GRAND LYON;GRAND LYON;;Rue Desaix;Rue Desaix;Existant;;Poche de stationnement;En surface;False;;32;0;0;0;3;Horaire;Mixte;Payant;Ouvert 24h/24h;Horodateurs;5;8021;4,85482818997074;45,7573841877661
Yvours;P878;;Irigny;69100;COMMUNE;COMMUNE;;Rue de la Chapelle d'Yvours;Rue de la Chapelle d'Yvours;Existant;2013;Aire de covoiturage;En surface;False;;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8238;4,82867872789048;45,6901810128889
Cours d'Herbouville;P724;;Lyon 4e Arrondissement;69384;GRAND LYON;GRAND LYON;;Cours d'Herbouville;Cours d'Herbouville;Existant;;Poche de stationnement;En surface;False;;100;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8033;4,84002209353354;45,7768223779287
Stade;P375;;Curis-au-Mont-d'Or;69071;COMMUNE;COMMUNE;;Impasse du Stade;Impasse du Stade;Existant;;Poche de stationnement;En surface;False;;28;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;1932;4,82314995858903;45,8736277612716
Ecole Maternelle Prévert;P455;;Neuville-sur-Saône;69143;COMMUNE;COMMUNE;;Rue Pierre Dupont;Rue Pierre Dupont;Existant;;Poche de stationnement;En surface;False;;43;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;5446;4,84315760925133;45,8735065283307
Square Saint Nicolas;P293;;Couzon-au-Mont-d'Or;69068;GRAND LYON;GRAND LYON;;Rue de la République;Rue de la République;Existant;;Poche de stationnement;En surface;False;;14;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1053;4,83084776970108;45,8411519965891
Les Cigales;P382;;Francheville;69089;GRAND LYON;GRAND LYON;;Chemin de Chantegrillet;Chemin de Chantegrillet;Existant;;Poche de stationnement;En surface;False;;66;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1609;4,7751213196138;45,7383422302092
Paul Picard;P344;;Vénissieux;69259;GRAND LYON;GRAND LYON;;Avenue Marcel Paul;Avenue Marcel Paul;Existant;;Poche de stationnement;En surface;False;;20;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;1104;4,88183847193697;45,6999576960012
Pasteur;P412;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue Pasteur;Rue Pasteur;Existant;;Poche de stationnement;En surface;False;2.5;19;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;3534;4,8564307582277;45,705856572846
Parking Gare Part Dieu;P17;1;Lyon 3e Arrondissement;69383;GRAND LYON;LPA;LPA0739;Rue de la Villette;Rue de la Villette;Existant;1980;Parc concédé GL;En ouvrage (sous-sol);False;1.9;1757;27;39;;;Mixte;Mixte;Payant;Ouvert 24h/24h;;1;728;4,86173563145474;45,7605958654669
Platanes - sud (provisoire);P417;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue des Platanes;Rue des Platanes;Existant;;Poche de stationnement;En surface;False;;14;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;3844;4,85479697733117;45,7075559264093
Allée Gay-Lussac;P665;;Décines-Charpieu;69275;;;;Av. Chardonnet/Av. Réaumur;Av. Chardonnet/Av. Réaumur;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7105;4,94211018758196;45,7691112639326
Platanes - sud;P416;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue des Platanes;Rue des Platanes;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;3843;4,85416295950936;45,7076013224807
Honoré de Balzac;P939;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue Honoré de Balzac;Rue Honoré de Balzac;Existant;;Aire de covoiturage;En surface;False;;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8302;4,97728009790147;45,7070909725113
Place de l'Abbé Feyeux;P735;;Saint-Didier-au-Mont-d'Or;69194;GRAND LYON;GRAND LYON;;Rue du Castellard;Rue du Castellard;Existant;;Poche de stationnement;En surface;False;3.5;53;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8045;4,79548025830149;45,810887015427
Hippodrome;P507;;La Tour-de-Salvagny;69250;COMMUNE;COMMUNE;;Allée du Lac;Allée du Lac;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6159;4,72008850807888;45,806026378709
Henri Maréchal;P855;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue Henri Maréchal;Rue Henri Maréchal;Existant;;Poche de stationnement;En surface;False;;86;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8213;4,93931290948878;45,6921708932528
Parking Tables Claudiennes;P3;83;Lyon 1er Arrondissement;69381;GRAND LYON;LPA;LPA0762;Rue des Tables Claudiennes;Rue des Tables Claudiennes;Existant;2011;Parc concédé GL;En ouvrage (sous-sol);False;;63;12;10;;;Réservé abonnés;Résidentielle;Payant;Ouvert 24h/24h;;1;748;4,83254556062879;45,7707832674588
Cimetière;P467;;Vernaison;69260;COMMUNE;COMMUNE;;Rue du Cimetière;Rue du Cimetière;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6084;4,80636254500867;45,6489293267218
Place Zoé Roche;P748;;Lyon 6e Arrondissement;69386;GRAND LYON;GRAND LYON;;R. F. Jacquier/R. Boileau;R. F. Jacquier/R. Boileau;Existant;;Poche de stationnement;En surface;False;;85;0;0;0;2;Libre;Résidentielle;Gratuit;Marché;vendredi matin;5;8059;4,84766946326107;45,7719531757862
Ecole Roger Tissot;P633;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue de Bouteiller;Rue de Bouteiller;Existant;;Poche de stationnement;En surface;False;;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7055;4,79205491203843;45,6083427645528
Place Léon Sublet;P349;;Vénissieux;69259;GRAND LYON;GRAND LYON;;Place Léon Sublet;Place Léon Sublet;Existant;;Poche de stationnement;En surface;False;;65;0;0;0;4;Libre;;Gratuit;Marché;mercredi matin + dimanche matin;5;1109;4,88316111184757;45,6996738778572
Gare de Saint Marcel en Dombes;P1075;;;;;SNCF;;Route de la Gare;Route de la Gare;Existant;;P+R Gare;En surface;False;;60;;;0;;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8554;4,97751480013717;45,950370100474
Cimetière;P658;;Décines-Charpieu;69275;;;;Rue du Repos;Rue du Repos;Existant;;Poche de stationnement;En surface;False;;59;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;7091;4,96447139294512;45,7655996952936
11 Novembre;P679;;Saint-Genis-Laval;69204;GRAND LYON;GRAND LYON;;Rue du 11 Novembre;Rue du 11 Novembre;Existant;;Poche de stationnement;En surface;False;;52;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7127;4,79443587075589;45,6925263821468
Place de la Mairie;P385;;Genay;69278;GRAND LYON;GRAND LYON;;Rue de la Mairie;Rue de la Mairie;Existant;2005;Poche de stationnement;En surface;False;;20;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;2245;4,84076811093971;45,897460169161
Aire covoiturage;P9014;;Jonage;69279;;SERL;;Avenue Lionel Terray;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Stop covoiturage;8;8337;5,03271420965557;45,7699710779694
Déchant;P837;;La Mulatière;69142;COMMUNE;COMMUNE;;Rue Stéphane Déchant;Rue Stéphane Déchant;Existant;;Poche de stationnement;En surface;False;;11;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8187;4,81365523585782;45,7250637170505
Place Pierre Borel;P203;;Albigny-sur-Saône;69003;COMMUNE;COMMUNE;;Avenue Gabriel Péri;Avenue Gabriel Péri;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;964;4,83209047079984;45,8659871888103
Tour d'escalade;P1005;;Vaulx-en-Velin;69256;COMMUNE;COMMUNE;;Rue Ernest Renan;Rue Ernest Renan;Existant;;Poche de stationnement;En surface;False;;26;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8455;4,91027790366202;45,7851378592382
Wurth;P9013;;Jonage;69279;;SERL;;Avenue Henri Schneider;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Stop covoiturage;8;8336;5,03673926852401;45,7736766709936
Le Mas;P333;;Fleurieu-sur-Saône;69085;SNCF;;;Grande Rue;Grande Rue;Existant;;Poche de stationnement;En surface;False;;22;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1093;4,84575970658188;45,8609206310919
Cluzan;P716;;Lyon 3e Arrondissement;69383;GRAND LYON;GRAND LYON;;Rue Jangot;Rue Cpt Robert Cluzan;Existant;;Poche de stationnement;En surface;False;1.9;35;0;0;0;0;Horaire;Mixte;Payant;Ouvert 24h/24h;Horodateurs;5;8025;4,84221596473402;45,7519410015911
Nymphée;P441;;Neuville-sur-Saône;69143;COMMUNE;COMMUNE;;Rue Loras Rey;Rue Loras Rey;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;5768;4,83824203410366;45,8783169249378
Mairie;P738;;Saint-Didier-au-Mont-d'Or;69194;GRAND LYON;GRAND LYON;;Avenue de la République;Avenue de la République;Existant;;Poche de stationnement;En surface;False;3.5;16;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;8048;4,79815668449102;45,8116150050022
Bonnel Gare Part-Dieu;P116;;Lyon 3e Arrondissement;69383;SNCF;EFFIA;;Rue de Bonnel;Rue de Bonnel;Existant;1999;Parc privé (ou concédé non GL);En surface;False;;212;22;0;0;0;Mixte;;Payant;Ouvert 24h/24h;;4;700;4,86107305673471;45,7627350540845
Le Juvenat;P577;;Dardilly;69072;GRAND LYON;GRAND LYON;;Route d'Ecully;Chemin des Trois Noyers;Existant;2007;Poche de stationnement;En surface;False;;31;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;place pour 1 car;5;6965;4,75514209878177;45,8041134674085
Etienne Dolet;P556;;Corbas;69273;GRAND LYON;GRAND LYON;;Passage Etienne Dolet;Passage Etienne Dolet;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6929;4,89876963388003;45,6705999826119
Malpas;P253;;Charly;69046;GRAND LYON;GRAND LYON;;Rue du Malpas;Rue du Malpas;Existant;;Aire de covoiturage;En surface;False;;62;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;6;1014;4,79526663454969;45,6521237826897
Mairie du 8e;P755;;Lyon 8e Arrondissement;69388;COMMUNE;COMMUNE;;Avenue Jean Mermoz;Avenue Jean Mermoz;Existant;;Poche de stationnement;En surface;False;;68;0;0;0;2;Libre;;Gratuit;Nuit;heures d'ouverture de la mairie;5;8076;4,87337545978859;45,734944307706
Gymnase Jean Jaurès P1;P568;;Corbas;69273;COMMUNE;COMMUNE;;Chemin de Grange Blanche;Chemin de Grange Blanche;Existant;;Poche de stationnement;En surface;False;;36;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6948;4,90319899513087;45,6648748623266
Parking délestage Confluence;P154;;Lyon 2e Arrondissement;69382;UNIBAIL;UNIBAIL;;Rue Vuillerme;Rue Vuillerme;Existant;2012;Parc privé (ou concédé non GL);En surface;True;2.0;400;;;;;Horaire;Commerciale;Payant;;parking provisoire;4;8081;4,81937001802143;45,7381808453863
Place de l'Eglise;P706;;Saint-Germain-au-Mont-d'Or;69207;GRAND LYON;GRAND LYON;;Rue de l'Eglise;Rue de l'Eglise;Existant;;Poche de stationnement;En surface;False;;5;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;8015;4,80537200960539;45,8808178924166
Centre de Loisirs;P321;;Feyzin;69276;COMMUNE;COMMUNE;;Rue des Bleuets;Rue des Bleuets;Existant;;Poche de stationnement;En surface;False;;35;;;;;Libre;;Gratuit;Ouvert 24h/24h;;5;1081;4,86454185255812;45,6689717058362
Stade d'Albigny;P772;;Albigny-sur-Saône;69003;COMMUNE;COMMUNE;;Avenue Henri Barbusse;Avenue Henri Barbusse;Existant;2012;Aire de covoiturage;En surface;False;;16;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;6;8108;4,83534013335182;45,8614265321195
Les Maures;P399;;Feyzin;69276;GRAND LYON;GRAND LYON;;Rue des Maures;Rue des Maures;Existant;2007;Poche de stationnement;En surface;False;;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;2887;4,85736652449308;45,6636593890453
Deperet Bourg;P481;;Tassin-la-Demi-Lune;69244;GRAND LYON;GRAND LYON;;Rue du Professeur Deperet;Rue du Professeur Deperet;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6120;4,76100057694601;45,7599111354606
Stade Jomard;P1000;;Vaulx-en-Velin;69256;COMMUNE;COMMUNE;;Avenue Paul Marcellin;Avenue Paul Marcellin;Existant;;Aire de covoiturage;En surface;False;;54;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;Accessible par l'arrêt de bus "Vaulx Pierre Frite" ligne 52;6;8396;4,93245247779936;45,7741913953578
Léon Chomel;P591;;Villeurbanne;69266;COMMUNE/GRAND LYON;GRAND LYON;;Rue Léon Chomel;Rue Léon Chomel;Existant;;Poche de stationnement;En surface;False;;90;;;;1;Libre;;Payant;Ouvert 24h/24h;Horodateurs;5;6994;4,87955136498869;45,771160276453
Luizet Archer;P687;;Saint-Genis-Laval;69204;GRAND LYON;GRAND LYON;;Rue Charles Luizet;Rue Charles Luizet;Existant;2008;Poche de stationnement;En surface;False;;6;0;2;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7144;4,79319427116242;45,6962358943275
Salengro;P672;;Givors;69091;;;;Rue Roger Salengro;Rue Emile Zola;Existant;;Poche de stationnement;En surface;False;;122;;;;;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7112;4,77130018595938;45,584716589585
Cimetière;P306;;Curis-au-Mont-d'Or;69071;COMMUNE;COMMUNE;;Chemin de la Morelle;Chemin de la Morelle;Existant;;Poche de stationnement;En surface;False;;55;;;;;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;1066;4,8224022077212;45,874746380334
P+R Porte des Alpes;P51;49;Saint-Priest;69290;SYTRAL;TCL;ALP;Cours du Pr Jean Bernard;Cours du Pr Jean Bernard;Existant;2000;P+R Sytral;En surface;True;;389;0;0;0;10;Libre;;Gratuit;Nuit;T2 - Avec contrôle d'accès;3;751;4,92684447841622;45,7179655184982
Port Perret;P469;;Vernaison;69260;COMMUNE;COMMUNE;;Rue Port Perret;Rue Port Perret;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6086;4,81654855164648;45,6504647923165
Parking Arles Dufour;P31;60;Oullins;69149;GRAND LYON;EFFIA;EFFIA_1;Rue Narcisse Bertholey;Rue Narcisse Bertholey;Existant;2007;Parc concédé GL;En ouvrage (sous-sol);;1.9;215;0;0;;;Mixte;Mixte;Payant;Ouvert 24h/24h;;1;723;4,80810950790911;45,7166762184562
Leclerc;P999;;Tassin-la-Demi-Lune;69244;COMMUNE;COMMUNE;;Avenue Général Leclerc;Avenue Général Leclerc;Existant;;Poche de stationnement;En surface;False;;11;0;0;0;2;Horaire;Mixte;Payant;Ouvert 24h/24h;;5;8395;4,77642579289283;45,761666400292
Services techniques/Parc;P391;;Genay;69278;COMMUNE;COMMUNE;;Rue des Mignotières;Rue des Mignotières;Existant;1994;Poche de stationnement;En surface;False;;19;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;2566;4,84164604298664;45,8958925659402
Victor Jara;P1006;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Rue Jean Lesire;Rue Jean Lesire;Existant;;Poche de stationnement;En surface;False;;60;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8456;4,91118431149889;45,7803013851503
Place de l'Eglise;P912;;Irigny;69100;GRAND LYON;GRAND LYON;;Rue de l'Eglise;Rue de l'Eglise;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;0;Libre;Mixte;Payant;Ouvert 24h/24h;;5;8272;4,82370792468715;45,6727273537568
Amphithéatre;P746;;Lyon 5e Arrondissement;69385;GRAND LYON;GRAND LYON;;Rue de l'Antiquaille;Rue de l'Antiquaille;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8056;4,82117129025213;45,7587037331784
Le Tabagnon;P840;;La Mulatière;69142;COMMUNE;COMMUNE;;Rue des Chassagnes;Rue des Chassagnes;Existant;;Poche de stationnement;En surface;False;;24;0;5;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8190;4,80619628766543;45,7276540176061
Prison de Corbas;P284;;Corbas;69273;ETAT;ETAT;;Boulevard des Nations;Boulevard des Nations;Existant;;Poche de stationnement;En surface;False;;78;;;;4;Libre;;Gratuit;Ouvert 24h/24h;;5;1045;4,93194386252778;45,6775008311765
Cimetière;P896;;Lissieu;69117;GRAND LYON;GRAND LYON;;Chemin de Roty;Chemin de Roty;Existant;;Poche de stationnement;En surface;False;;9;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;8256;4,7427121916618;45,8682470607662
Lafayette;P110;;Lyon 3e Arrondissement;69383;Particulier;Particulier;;Cours Lafayette;Cours Lafayette;Existant;;Parc privé (ou concédé non GL);En ouvrage (sous-sol);False;;200;;;;;;;;;locatif;4;699;4,84866464125097;45,7635332032757
Cimetière;P272;;Collonges-au-Mont-d'Or;69063;COMMUNE;COMMUNE;;Chemin de Moyrand;Chemin de Moyrand;Existant;;Poche de stationnement;En surface;False;;40;;;;;Libre;;Gratuit;Ouvert 24h/24h;;5;1033;4,83993850344297;45,8289699747541
Gare de Saint-Priest;P90;56;Saint-Priest;69290;GRAND LYON;SNCF;SNCF_4;Avenue de la Gare;Avenue de la Gare;Existant;;P+R Gare;En surface;False;;25;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Grenoble;2;665;4,93405230710903;45,687020094413
Bourrelier;P133;;Saint-Fons;69199;Privé;COMMUNE;;Rue du Bourrelier;Rue du Bourrelier;Existant;;Parc privé (ou concédé non GL);En surface;False;;8;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;4;4482;4,85483962703237;45,7109456690814
Place Jules Ferry sud;P875;;Lyon 6e Arrondissement;69386;;;;Rue Vauban;Rue Vauban;Existant;;Poche de stationnement;En surface;False;;50;;;2;2;Horaire;Commerciale;Payant;Ouvert 24h/24h;horodateurs;5;8235;4,85944673919258;45,7663062148796
Parking Tony Garnier;P125;27;Lyon 7e Arrondissement;69387;LPA;LPA;LPA0754;Rue Jonas Salk;Rue Hubert Curien;Existant;;Parc privé (ou concédé non GL);En ouvrage (sous-sol);False;1.9;798;18;18;;;Mixte;Mixte;Payant;Ouvert 24h/24h;;4;711;4,82297435102922;45,7293748687337
Mairie;P623;;Grigny;69096;;;;Avenue Jean Estragnat;Avenue Jean Estragnat;Existant;;Poche de stationnement;En surface;False;;35;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7044;4,78911283066876;45,6084846805281
Parmentier;P659;;Décines-Charpieu;69275;;;;Rue Parmentier;Rue Parmentier;Existant;;Poche de stationnement;En surface;False;;19;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7101;4,9666187262301;45,7707723189464
Place des Droits de l'Homme;P543;;Meyzieu;69282;COMMUNE;COMMUNE;;R des Violettes/R des Castors;R des Violettes/R des Castors;Existant;;Poche de stationnement;En surface;False;;25;0;5;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6540;4,99436399525449;45,7777725878403
Parking provisoire Houel/Ferry;P600;;Vénissieux;69259;COMMUNE;COMMUNE;;Rue Jules Ferry;Rue Jules Ferry;Existant;;Poche de stationnement;En surface;False;;95;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7011;4,88652463423494;45,6965701103135
Hôpital Saint-Jean de Dieu;P126;;Lyon 8e Arrondissement;69388;St-Jean de Dieu;St-Jean de Dieu;;Route de Vienne;Route de Vienne;Existant;;Parc privé (ou concédé non GL);En surface;False;;260;;;;;;;Gratuit;;réservé;4;713;4,85365868717667;45,7245847500492
Combes et Feyssolières;P607;;Poleymieux-au-Mont-d'Or;69153;COMMUNE;COMMUNE;;Ch. des Combes et Feyssolières;Ch. des Combes et Feyssolières;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;7018;4,79984896888056;45,861927568982
La Rotonde;P991;;Oullins;69149;;;;Rue Narcisse Bertholey;Rue Narcisse Bertholey;Existant;;Poche de stationnement;En surface;False;;32;;;;;Horaire;Mixte;Payant;Ouvert 24h/24h;;5;8387;4,80536564100345;45,7154827882212
Gare de Givors Ville;P99;;Givors;69091;GRAND LYON;GRAND LYON;;Rue Pierre Sémard;Rue Pierre Sémard;Existant;;P+R Gare;En surface;False;2.0;415;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Saint-Etienne;2;8348;4,7629804074569;45,5855831927019
Rue du Mossier;P1038;;Chassieu;69271;PRIVE;PRIVE;;Rue Oreste Zénézini;Rue Oreste Zénézini;Existant;2006;Poche de stationnement;En surface;False;;4;0;0;0;1;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;nouvelle signalétique et éclairage public;5;8500;4,96920762291473;45,7442600352173
Place du Clocher;P682;;Saint-Genis-Laval;69204;GRAND LYON;GRAND LYON;;Rue Froide;Rue Froide;Existant;;Poche de stationnement;En surface;False;;26;;;;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7139;4,79562851092555;45,6953869114313
Quai de Charézieux;P289;;Saint-Romain-au-Mont-d'Or;69233;GRAND LYON;GRAND LYON;;Quai de Charézieux;Quai de Charézieux;Existant;;Poche de stationnement;En surface;False;;24;;;;;Libre;Mixte;Gratuit;;;5;1283;4,8307935487912;45,8395724292194
Centre Commercial Arsenal;P422;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue Robert Reynier;Rue Robert Reynier;Existant;;Poche de stationnement;En surface;False;;13;0;0;0;1;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;5;3855;4,86092845969971;45,7101713311632
Lycée Branly;P740;;Lyon 5e Arrondissement;69385;GRAND LYON;GRAND LYON;;Rue de Tourvielle;Rue de Tourvielle;Existant;;Poche de stationnement;En surface;False;;72;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8050;4,79232408990464;45,7532509266759
Mairie;P795;;Fontaines-sur-Saône;69088;COMMUNE;COMMUNE;;Rue Gambetta;Rue Gambetta;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8132;4,84478533386067;45,8354797286668
Merck/Interlnox;P9021;;Meyzieu;69282;;SERL;;Av Mal de Lattre de Tassigny;;Existant;2014;Covoiturage spontané;;;;;;;;;;;;;Stop covoiturage;8;8374;5,02700269009175;45,7777179726551
Place du Marché;P998;;Rillieux-la-Pape;69286;GRAND LYON;GRAND LYON;;Avenue Général Leclerc;Avenue Général Leclerc;Existant;;Poche de stationnement;En surface;False;;200;0;0;0;0;Libre;Mixte;Gratuit;Marché;Mercredi et Dimanche;5;8394;4,89546556695446;45,8126959729946
11 novembre;P914;;Irigny;69100;COMMUNE;COMMUNE;;Rue du 11 novembre 1918;Rue du 11 novembre 1918;Existant;;Poche de stationnement;En surface;False;;27;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8275;4,82089674448056;45,6728118425679
Gare de Francheville;P775;66;Francheville;69089;COMMUNE;SNCF;SNCF_8;Route de la Gare;Route de la Gare;Existant;;P+R Gare;En surface;False;;47;0;4;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;Lyon-Brignais;2;680;4,76915521252098;45,734511109568
Parking Vendôme;P29;84;Lyon 6e Arrondissement;69386;GRAND LYON;LPA;LPA0747;Rue Vauban;Rue Vauban;Existant;2000;Parc concédé GL;En ouvrage (sous-sol);False;1.9;154;6;0;;;Réservé abonnés;Résidentielle;Payant;Ouvert 24h/24h;;1;726;4,84656695729916;45,7652391494656
Duquesne;P122;;Lyon 6e Arrondissement;69386;Particulier;Particulier;;Rue Duquesne;Rue Duquesne;Existant;;Parc privé (ou concédé non GL);En ouvrage (en élévation);False;;156;;;;;;;;Ouvert 24h/24h;locatif;4;710;4,85080131322796;45,7731003505464
