nom;idparking;idparkingcriter;commune;insee;proprietaire;gestionnaire;idfournisseur;voieentree;voiesortie;avancement;annee;typeparking;situation;parkingtempsreel;gabarit;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture;observation;codetype;gid;lon;lat
Eglise;P499;;La Tour-de-Salvagny;69250;GRAND LYON;GRAND LYON;;Place de Verdun;Place de Verdun;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6151;4,71539692843035;45,8134226454771
Allée des Cervettes;P869;;Saint-Priest;69290;ETAT;ETAT;;Allée des Cervettes;Allée des Cervettes;Existant;;Poche de stationnement;En surface;False;1.9;30;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8227;4,97949902453471;45,6971386639641
Place du Prainet;P646;;Décines-Charpieu;69275;;;;Avenue Léon Blum;Avenue Léon Blum;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7079;4,96984245198713;45,7674948814453
Salle Sainte Luce;P251;;Charbonnières-les-Bains;69044;COMMUNE;COMMUNE;;Avenue Lamartine;Avenue Lamartine;Existant;;Poche de stationnement;En surface;False;;67;0;6;0;1;Libre;Evènementielle;Gratuit;Marché;jeudi matin;5;1012;4,73999046354937;45,7806527494667
Ampère-Marcel Paul;P808;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Ampère;Rue Ampère;Existant;;Poche de stationnement;En surface;False;;24;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8157;4,78356694772792;45,6082116725863
Place des Anciens de l'Electro-chimie;P965;;Pierre-Bénite;69152;COMMUNE;COMMUNE;;Chemin du Brotillon;Chemin du Brotillon;Existant;;Poche de stationnement;En surface;False;2.3;140;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8349;4,82428925710792;45,7058298506905
Marché gare - La Confluence;P1095;118;Lyon 2e Arrondissement;69382;LPA;LPA;LPA0768;Quai Perrache;Quai Perrache;Existant;2018;Parc concédé GL;En ouvrage (sous-sol);True;2.3;843;22;38;;;Horaire;Mixte;Payant;Ouvert 24h/24h;gratuit jusqu'au 02/09;1;8574;4,82367502694945;45,7410826748578
Espace Albert Camus;P586;;Bron;69029;GRAND LYON;GRAND LYON;;Rue Albert Camus;Rue Albert Camus;Existant;;Aire de covoiturage;En surface;False;2.0;128;0;0;0;8;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;6;6977;4,91993112113951;45,7268046187618
Cimetière;P229;;Caluire-et-Cuire;69034;GRAND LYON;GRAND LYON;;Avenue Louis Dufour;Avenue Louis Dufour;Existant;;Poche de stationnement;En surface;False;;9;0;8;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;990;4,85135622545073;45,8024394552649
Jean d'Alembert;P1093;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Rue Hô Chi Minh;Rue Hô Chi Minh;Existant;2018;Poche de stationnement;En surface;False;2.1;90;0;0;0;5;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8572;4,92076970131241;45,7794390789947
Curis - Lavoir;P9018;;Curis-au-Mont-d'Or;69071;;;;Route des Monts d'Or;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8524;4,82061401903125;45,8706207288912
Lycée Jean Perrin;P884;;Lyon 9e Arrondissement;69389;GRAND LYON;GRAND LYON;;Rue Pierre Baizet;Rue Pierre Baizet;Existant;;Poche de stationnement;En surface;False;;40;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8244;4,81522691028121;45,7942124716748
Jardin chemin de l'allée;P621;;Chassieu;69271;GRAND LYON;GRAND LYON;;Boulevard Kaufman;Boulevard Kaufman;Existant;;Poche de stationnement;En surface;False;;24;0;0;0;0;Libre;Commerciale;Gratuit;Ouvert 24h/24h;6 emplacements en accotement;5;7042;4,95534798441874;45,7394495287567
Chemin des Pins;P767;;Francheville;69089;COMMUNE;COMMUNE;;Chemin des Pins;Chemin des Pins;Existant;2012;Aire de covoiturage;En surface;False;;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8103;4,75167435676435;45,7316930642954
Industrie;P920;;Rillieux-la-Pape;69286;;;;Avenue de l'Industrie;Avenue de l'Industrie;Existant;2012;Poche de stationnement;En surface;False;;60;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;TER Bourg-Lyon;5;8207;4,87608361520852;45,819616215673
Mairie 4e;P721;;Lyon 4e Arrondissement;69384;GRAND LYON;GRAND LYON;;Rue Villeneuve;Bd de la Croix Rousse;Existant;;Poche de stationnement;En surface;False;;29;0;0;0;0;Horaire;Mixte;Payant;Marché;mardi matin;5;8030;4,82917061451027;45,774439480305
Gare de Civrieux d'Azergues;P1059;;;;;SNCF;;Chemin du Fournier;Chemin du Fournier;Existant;;P+R Gare;En surface;False;;30;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8536;4,71824129948041;45,8591830998729
Cimetière;P243;;Charbonnières-les-Bains;69044;GRAND LYON;GRAND LYON;;Avenue Denis Delorme;Avenue Denis Delorme;Existant;;Poche de stationnement;En surface;False;;9;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;1004;4,74442512516077;45,7849061083746
Maison des Associations;P246;;Charbonnières-les-Bains;69044;GRAND LYON;GRAND LYON;;Avenue Général de Gaulle;Avenue des Thermes;Existant;;Poche de stationnement;En surface;False;;48;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;1007;4,73475503077946;45,7853694633729
Place de l'Abbé Larue;P742;;Lyon 5e Arrondissement;69385;GRAND LYON;GRAND LYON;;Rue des Farges;Rue des Farges;Existant;;Poche de stationnement;En surface;False;;106;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;4 places bus;5;8052;4,81911282166149;45,7559825928995
Vieilles Tours;P432;;Saint-Cyr-au-Mont-d'Or;69191;COMMUNE;COMMUNE;;Rue des Ecoles;Rue des Ecoles;Existant;;Poche de stationnement;En surface;False;;14;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;4164;4,81791633553327;45,8147564887281
Avenue des Cosmos;P1100;;Tassin-la-Demi-Lune;69244;;;;15 Avenue des Cosmos;15 Avenue des Cosmos;Existant;;Aire de covoiturage;En surface;;;3;;;;;Libre;;;Ouvert 24h/24h;Arrêté n°2009 - 407 du 28/11/2019;6;8586;4,77166932663465;45,7590819813251
Maison de quartier;P700;;Jonage;69279;COMMUNE;COMMUNE;;Boulevard Louis Pradel;Boulevard Louis Pradel;Existant;;Poche de stationnement;En surface;False;2.2;20;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7168;5,04018187836961;45,7909416828572
Parking Perrache 2;P933;15;Lyon 2e Arrondissement;69382;GRAND LYON;EFFIA;[PARKING_15];Centre d'échange de Perrache;Centre d'échange de Perrache;Existant;;Parc privé (ou concédé non GL);En ouvrage (en élévation);True;1.9;452;13;0;;;Horaire;Commerciale;Payant;Ouvert 24h/24h;;4;8294;4,82595203203911;45,7495090741078
Parking Saint Just;P24;80;Lyon 5e Arrondissement;69385;GRAND LYON;LPA;LPA0745;Rue des Farges;Rue des Farges;Existant;2000;Parc concédé GL;En ouvrage (sous-sol);;1.9;63;4;0;2;;Mixte;;Payant;Ouvert 24h/24h;;1;722;4,82135952276246;45,7572150144753
Gare de Saint-Fons;P88;57;Saint-Fons;69199;GRAND LYON;GRAND LYON;SNCF_22;Avenue Diderot;Avenue Diderot;Existant;;P+R Gare;En surface;False;2.5;170;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Vienne;2;666;4,85293246015804;45,7053325781222
Ferry;P926;;Grigny;69096;ETS PUBLIC FONCIER;COMMUNE;;Rue Jules Ferry;Rue Jules Ferry;Existant;2014;Aire de covoiturage;En surface;False;;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8287;4,78092512304294;45,5985434634229
Bonnefoi-Titanic;P109;;Lyon 3e Arrondissement;69383;Particulier;Particulier;;Rue Bonnefoi;Rue Bonnefoi;Existant;;Parc privé (ou concédé non GL);En ouvrage (en élévation);False;;422;;;;1;Mixte;Mixte;Payant;Nuit;;4;694;4,84549713367454;45,7554632657493
Frère Lumière;P562;;Corbas;69273;GRAND LYON;GRAND LYON;;Rue des Frères Lumière;Rue des Frères Lumière;Existant;;Poche de stationnement;En surface;False;;20;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6937;4,89748684798797;45,664988733995
Avenue du 11 novembre;P449;;Neuville-sur-Saône;69143;COMMUNE;COMMUNE;;Avenue du 11 novembre 1918;Avenue du 11 novembre 1918;Existant;;Poche de stationnement;En surface;False;;9;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;5776;4,84197153190074;45,8741304784364
CC Perollier;P145;;Écully;69081;PRIVE;PRIVE;;Av. Bon Pasteur/Ch. JM Vianney;Av. Bon Pasteur/Ch. JM Vianney;Existant;;Parc privé (ou concédé non GL);En surface;False;2.5;3400;;;0;26;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;4;8063;4,77707154531075;45,7872430461099
Complexe sportif;P514;;Francheville;69089;SNCF;GRAND LYON;;Route de la Gare;Route de la Gare;Existant;;Poche de stationnement;En surface;False;;100;0;10;0;4;Libre;Evènementielle;Gratuit;;;5;6166;4,77072398265287;45,73170241099
Gare de Vernaison;P95;62;Vernaison;69260;RFF;SNCF;SNCF_3;Rue de la Gare;Rue de la Gare;Existant;;P+R Gare;En surface;False;;31;0;4;0;1;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Saint-Etienne;2;664;4,81309596752224;45,6456188103278
Groupe scolaire Fumeux;P778;;Mions;69283;COMMUNE;COMMUNE;;Rue Louis Blériot;Rue Louis Blériot;Existant;;Poche de stationnement;En surface;False;;30;0;4;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;8114;4,94962386795497;45,6595393716077
Jean Sellier A;P807;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Jean Sellier;Rue Jean Sellier;Existant;;Poche de stationnement;En surface;False;;9;0;0;0;1;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8156;4,79656759108207;45,6120421474159
Batag;P1007;;Vaulx-en-Velin;69256;COMMUNE;COMMUNE;;Rue Georges Chevallier;Rue Georges Chevallier;Existant;2014;Poche de stationnement;En surface;False;;27;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8457;4,91808866214122;45,7853469086443
St Quentin - Péage des Chesnes;P985;;;;;;;Boulevard de Tharabie;Boulevard de Tharabie;Existant;;Aire de covoiturage hors GL;En surface;False;2.2;140;;0;0;4;Libre;;Gratuit;Ouvert 24h/24h;;7;8375;5,10147843642014;45,6557761080193
Rue des Acacias;P1044;;Chassieu;69271;COMMUNE;COMMUNE;;Rue des Acacias;Rue des Acacias;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8494;4,97234368404363;45,7401387388843
Boucher;P696;;Jonage;69279;GRAND LYON;GRAND LYON;;Impasse du Boucher;Impasse Balme;Existant;;Poche de stationnement;En surface;False;;15;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7156;5,04601885159028;45,7961410658936
Oxygène centre commercial;P137;116;Lyon 3e Arrondissement;69383;GRAND LYON;LPA;LPA0169;Rue de Bonnel;Rue de Bonnel;Existant;2010;Parc concédé GL;En ouvrage (sous-sol);True;2.0;489;5;0;0;;Mixte;Mixte;Payant;Ouvert 24h/24h;;1;6579;4,85676567988941;45,7623268738115
Paul Emile Victor;P997;;Rillieux-la-Pape;69286;GRAND LYON;GRAND LYON;;Avenue Général Leclerc;Avenue Général Leclerc;Existant;;Poche de stationnement;En surface;False;;100;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8393;4,9047666799993;45,816893567653
Esplanade du lycée Doisneau;P1014;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Rue du Lycée;Rue du Lycée;Existant;;Poche de stationnement;En surface;False;;62;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8464;4,91930610295828;45,7768612300206
Place Porte de Lyon;P583;;Dardilly;69072;GRAND LYON;GRAND LYON;;Avenue du Camping Internationa;Avenue du Camping Internationa;Existant;2004;Poche de stationnement;En surface;False;;90;2;5;0;3;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6971;4,76083464920456;45,8204460606404
Jean Jaurès;P435;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Avenue Jean Jaurès;Avenue Jean Jaurès;Existant;;Poche de stationnement;En surface;False;2.5;46;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;4481;4,85500902654981;45,711169640165
Gabriel Péri;P290;;Couzon-au-Mont-d'Or;69068;GRAND LYON;GRAND LYON;;Rue Gabriel Peri;Rue Gabriel Peri;Existant;;Poche de stationnement;En surface;False;;11;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1050;4,83179895452876;45,8480441113989
Le Barriot;P579;;Dardilly;69072;GRAND LYON;GRAND LYON;;Avenue de Verdun;Avenue de Verdun;Existant;;Poche de stationnement;En surface;False;;35;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6968;4,75061121540219;45,8179042434794
Descartes;P691;;Saint-Genis-Laval;69204;;;;Avenue de Gadagne;Avenue de Gadagne;Existant;;Poche de stationnement;En surface;False;;20;;;0;2;Libre;;Gratuit;Ouvert 24h/24h;;5;7149;4,78471325824602;45,6904777484436
Place Bagassi;P900;;Lissieu;69117;COMMUNE;COMMUNE;;Chemin de Chavery;Chemin de Chavery;Existant;;Poche de stationnement;En surface;False;;37;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;8260;4,74333828324259;45,8454930951246
Cimetière de l'Egalité;P872;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue de l'Egalité;Rue de l'Egalité;Existant;;Poche de stationnement;En surface;False;;33;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;2 places taxis;5;8231;4,94626666617456;45,6927986044711
Frère Lumière;P563;;Corbas;69273;GRAND LYON;GRAND LYON;;Rue des Frères Lumière;Rue des Frères Lumière;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6938;4,89877809428362;45,6639167919027
Touchagues;P368;;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;GRAND LYON;;Rue Louis Touchagues;Rue Louis Touchagues;Existant;;Poche de stationnement;En surface;False;;20;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;1925;4,81891922425394;45,814915543472
Pressensé B;P811;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue de Pressensé;Rue de Pressensé;Existant;;Poche de stationnement;En surface;False;;4;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8160;4,77927077934962;45,6030832290792
Place de la Mairie;P605;;Poleymieux-au-Mont-d'Or;69153;COMMUNE;COMMUNE;;Route de la Rivière;Route de la Rivière;Existant;2009;Poche de stationnement;En surface;False;;8;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7016;4,80038850014852;45,8562859725045
Léo Lagrange;P1043;;Chassieu;69271;GRAND LYON;GRAND LYON;;Rue Léo Lagrange;Rue Léo Lagrange;Existant;2012;Poche de stationnement;En surface;False;;15;0;4;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8498;4,97107769555701;45,7427813727803
P+R Vénissieux;P54;48;Vénissieux;69259;SYTRAL;TCL;VEN;R. des Combats du 24 aout 1944;R. des Combats du 24 aout 1944;Existant;2006;P+R Sytral;En ouvrage (sous-sol);True;2.0;745;0;0;0;21;Libre;;Gratuit;Nuit;Métro D - Avec contrôle d'accès;3;760;4,88896938522756;45,7058185670605
Les Sportifs;P472;;Champagne-au-Mont-d'Or;69040;COMMUNE;COMMUNE;;Chemin du Coulouvrier;Chemin du Coulouvrier;Existant;;Poche de stationnement;En surface;False;;29;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;6 places réservées Taxi;5;6098;4,77914138255824;45,797116199267
Place de l'Europe;P913;;Irigny;69100;COMMUNE;COMMUNE;;Avenue de Bezange la petite;Avenue de Bezange la petite;Existant;;Poche de stationnement;En surface;False;;35;0;0;0;1;Libre;Mixte;Gratuit;Marché;mercredi et samedi matin;5;8273;4,82271708467225;45,6727380326239
Albigny - Gare;P9005;;Albigny-sur-Saône;69003;;TSMO;;Avenue de la Gare;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8327;4,83263743662563;45,8753575394972
Ancien Cimetière;P509;;Francheville;69089;COMMUNE;COMMUNE;;Route du Bruissin;Route du Bruissin;Existant;;Poche de stationnement;En surface;False;;24;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;6161;4,75712671463705;45,7357686609879
Halte Ferroviaire Le Méridien;P71;73;Charbonnières-les-Bains;69044;RFF;SNCF;SNCF_9;Avenue Jean Bergeron;Avenue Jean Bergeron;Existant;;P+R Gare;En surface;False;;75;0;4;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-L'Arbresle-Sain Bel;2;682;4,7485536355631;45,7696211941594
Joseph Blein;P1030;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Rue Joseph Blein;Rue Joseph Blein;Existant;2014;Poche de stationnement;En surface;False;;30;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8480;4,92837667146455;45,7570650276963
Place Stepanavan;P649;;Décines-Charpieu;69275;;;;Avenue Normandie Niémen;Avenue Normandie Niémen;Existant;;Poche de stationnement;En surface;False;;24;0;5;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7082;4,93771700296273;45,768215532459
Eglise;P394;;Genay;69278;;;;Place de Verdun;Place de Verdun;Existant;1990;Poche de stationnement;En surface;False;;4;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;2569;4,84190363876654;45,8972253967327
Place Pierre Martel;P731;;Saint-Didier-au-Mont-d'Or;69194;GRAND LYON;GRAND LYON;;Avenue Gabriel Péri;Avenue Gabriel Péri;Existant;;Poche de stationnement;En surface;False;3.5;8;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8041;4,79457629336108;45,825671964144
Andrée Vienot;P1008;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Avenue Maurice Thorez;Avenue Maurice Thorez;Existant;;Poche de stationnement;En surface;False;;22;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8458;4,91359973280213;45,7810260400685
Place des Bouleaux;P897;;Lissieu;69117;COMMUNE;COMMUNE;;Chemin de la Croix Rampeau;Chemin de la Croix Rampeau;Existant;;Poche de stationnement;En surface;False;;24;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8257;4,74463421069039;45,8655313066804
Saint-Nestor;P753;;Lyon 8e Arrondissement;69388;GRAND LYON;GRAND LYON;;Rue Saint Gervais;Rue Saint Nestor;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8074;4,86331784298632;45,7438381429624
Médiathèque;P539;;Meyzieu;69282;COMMUNE;COMMUNE;;Rue Louis Saulnier;Rue Louis Saulnier;Existant;;Poche de stationnement;En surface;False;;41;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;zone bleue 2h;5;6522;5,00387757328559;45,765048906773
Communaux;P502;;La Tour-de-Salvagny;69250;COMMUNE;COMMUNE;;Avenue de l'Hippodrome;Avenue de l'Hippodrome;Existant;2012;Poche de stationnement;En surface;False;;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6154;4,71710203727712;45,8138322924218
Reclus-Bruyère;P650;;Décines-Charpieu;69275;;;;Avenue des Bruyères;Avenue des Bruyères;Existant;;Poche de stationnement;En surface;False;;31;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7083;4,94362131878109;45,7529194354614
Debussy;P880;;Lyon 9e Arrondissement;69389;GRAND LYON;GRAND LYON;;Rue Claude Debussy;Rue Claude Debussy;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8240;4,82376535408656;45,8046346442549
Bibliothèque Georges Perec;P1004;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Rue Louis Michoy;Rue Louis Michoy;Existant;;Poche de stationnement;En surface;False;;40;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8454;4,91123129036723;45,7859976326071
Boulodrome Pergaud;P1039;;Chassieu;69271;GRAND LYON;GRAND LYON;;Route de Genas;Route de Genas;Existant;;Poche de stationnement;En surface;False;;22;0;0;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8490;4,97172273383379;45,7376734027249
Gare de Lentilly Charpenay;P1066;;;;;SNCF;;Chemin des Molières;Chemin des Molières;Existant;;P+R Gare;En surface;False;;240;;;0;14;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8565;4,68240090010224;45,8165246999221
Place de la Mairie;P515;;Saint-Genis-les-Ollières;69205;COMMUNE;COMMUNE;;Place de la Mairie;Place de la Mairie;Existant;;Poche de stationnement;En surface;False;;21;2;2;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;3 places en zone bleue;5;6177;4,72548669667963;45,7562245909473
Halte fluviale;P921;;Saint-Germain-au-Mont-d'Or;69207;;;;Avenue Jacques Brel;Avenue Jacques Brel;Existant;2013;Aire de covoiturage;En surface;False;;30;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8279;4,8067552163871;45,8891610390607
Aristide Briand;P131;;Saint-Fons;69199;Privé;Privé;;Rue Paul Bert;Avenue Aristide Briand;Existant;;Parc privé (ou concédé non GL);En surface;False;;24;0;0;0;1;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;4;3846;4,85952103839629;45,7072976318469
Prés de l'Etoile;P770;;Marcy-l'Étoile;69127;CG;CG;;Route de Sain-Bel;Route de Sain-Bel;Existant;2012;Aire de covoiturage;En surface;False;;310;;;0;;Libre;;Gratuit;Ouvert 24h/24h;;6;8106;4,71768939298426;45,7849890513257
;P334;;Fleurieu-sur-Saône;69085;GRAND LYON;GRAND LYON;;Grande Rue;Grande Rue;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1094;4,84452547896949;45,8634342515379
Gymnase Condorcet;P871;;Saint-Priest;69290;COMMUNE;COMMUNE;;Rue Edmond Rostand;Rue Edmond Rostand;Existant;;Poche de stationnement;En surface;False;;53;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8230;4,94372884232887;45,6940740265209
Gare de Feyzin;P78;61;Feyzin;69276;GRAND LYON;SNCF;SNCF_19;Rue Hector Berlioz;Rue Hector Berlioz;Existant;2006;P+R Gare;En surface;False;;32;0;4;0;2;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Vienne;2;660;4,85212642618573;45,6659268341338
Curie;P421;;Neuville-sur-Saône;69143;GRAND LYON;GRAND LYON;;Rue Curie;Rue Curie;Existant;;Poche de stationnement;En surface;False;;16;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;5444;4,84106039113813;45,8762046097779
La Mémo;P990;;Oullins;69149;COMMUNE;COMMUNE;;Rue de la République;Rue de la République;Existant;;Poche de stationnement;En ouvrage (sous-sol);False;;55;;;;;Mixte;Mixte;Payant;Ouvert 24h/24h;;5;8386;4,81173417230777;45,7170150989046
Place de la Mairie;P264;;Chassieu;69271;GRAND LYON;GRAND LYON;;Rue de la République;Rue Oreste Zénézini;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1025;4,97201417978032;45,7433978467426
Centre;P832;;Tassin-la-Demi-Lune;69244;SERL;;;Rue Georges Perret;Rue Georges Perret;Existant;2013;Poche de stationnement;En surface;False;;70;;;3;;Horaire;;Payant;Ouvert 24h/24h;;5;8181;4,77982650778696;45,7631195668607
La Beffe;P585;;Dardilly;69072;COMMUNE;COMMUNE;;Chemin de la Beffe;Chemin de la Beffe;Existant;2003;Poche de stationnement;En surface;False;;55;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;place 1 car;5;6973;4,73009827000966;45,8028490413711
P+R Bel Air;P50;50;Saint-Priest;69290;SYTRAL;TCL;BELA;Avenue Pierre Mendès France;Avenue Pierre Mendès France;Existant;2003;P+R Sytral;En surface;False;1.9;123;0;0;0;4;Libre;;Gratuit;Nuit;T2 - Avec contrôle d'accès en journée;3;758;4,95727522164855;45,6933579735829
L'Aqueduc;P471;;Champagne-au-Mont-d'Or;69040;GRAND LYON;GRAND LYON;;Rue Jean-Marie Michel;Rue Jean-Marie Michel;Existant;;Poche de stationnement;En surface;False;;15;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6097;4,79133269823289;45,7938765287235
P+R Laurent Bonnevay;P55;39;Villeurbanne;69266;SYTRAL;TCL;BON;Av. M. Cerdan/Cours Zola;Av. M. Cerdan/Cours Zola;Existant;1995;P+R Sytral;En ouvrage (sous-sol);True;;657;0;0;0;20;Libre;;Gratuit;Nuit;Métro A et C3 - Avec contrôle d'accès;3;750;4,90979549164339;45,7650290389793
Central Parc;P106;;Lyon 2e Arrondissement;69382;Particulier;Particulier;;Rue de Tupin;Rue de Tupin;Existant;;Parc privé (ou concédé non GL);;False;;180;;;;;Mixte;;Payant;;;4;692;4,83397150729127;45,7628735641002
